symbol_index,rank,letter,proximity,profile_proximity,final_score
2,6,გ,0.8402383264548499,0.8402383264548499,0.8402383264548499
2,7,ც,0.8196084640039619,0.8196084640039619,0.8196084640039619
2,8,ჟ,0.8150645674618877,0.8150645674618877,0.8150645674618877
2,9,მ,0.8078669389003147,0.8078669389003147,0.8078669389003147
2,10,ძ,0.8073162159073873,0.8073162159073873,0.8073162159073873
2,11,უ,0.8016573630713663,0.8016573630713663,0.8016573630713663
2,12,ბ,0.7777590104946972,0.7777590104946972,0.7777590104946972
2,13,ზ,0.7513053286218047,0.7513053286218047,0.7513053286218047
2,14,ჰ,0.7465220552253568,0.7465220552253568,0.7465220552253568
2,15,შ,0.7318860443493134,0.7318860443493134,0.7318860443493134
2,16,ჭ,0.7124950149629549,0.7124950149629549,0.7124950149629549
2,17,პ,0.7002144646788933,0.7002144646788933,0.7002144646788933
2,18,კ,0.6803268834268704,0.6803268834268704,0.6803268834268704
2,19,ნ,0.6797998776576342,0.6797998776576342,0.6797998776576342
2,20,ჩ,0.6749036910129549,0.6749036910129549,0.6749036910129549
2,21,ა,0.6717802728906491,0.6717802728906491,0.6717802728906491
2,22,ქ,0.6548278015587469,0.6548278015587469,0.6548278015587469
2,23,წ,0.6505407861859149,0.6505407861859149,0.6505407861859149
2,24,ხ,0.6302685571542173,0.6302685571542173,0.6302685571542173
2,25,ს,0.5705528601142327,0.5705528601142327,0.5705528601142327
2,26,თ,0.5618623821953534,0.5618623821953534,0.5618623821953534
2,27,ღ,0.5149553924644701,0.5149553924644701,0.5149553924644701
2,28,რ,0.5145378367072407,0.5145378367072407,0.5145378367072407
2,29,ლ,0.5052834418544045,0.5052834418544045,0.5052834418544045
2,30,ო,0.4599798113634319,0.4599798113634319,0.4599798113634319
2,31,დ,0.3883262268014498,0.3883262268014498,0.3883262268014498
2,32,ფ,0.34227413181293553,0.34227413181293553,0.34227413181293553
2,33,ი,0.33509810196051437,0.33509810196051437,0.33509810196051437
3,1,ე,0.9476542405674381,0.9476542405674381,0.9476542405674381
3,2,ვ,0.9006530914437165,0.9006530914437165,0.9006530914437165
3,3,ჯ,0.8763080800355763,0.8763080800355763,0.8763080800355763
3,4,ყ,0.8544903476816181,0.8544903476816181,0.8544903476816181
3,5,უ,0.8375819320702801,0.8375819320702801,0.8375819320702801
